Word,Freq,Ignore,Bigram,Freq_b
,,,revitalized manufacturing,1
,,,base instead,1
,,,instead importing,1
,,,importing percent,1
,,,percent battery,1
,,,battery used,1
,,,used hybrid,1
,,,vehicle percen,1
,,,percen g,1
,,,g advanced,1
,,,vehicle exporting,1
,,,exporting technology,1
,,,technology nation,1
,,,nation instead,1
,,,instead way,1
,,,around see,1
,,,future reinvested,1
,,,reinvested mas,1
,,,system every,1
,,,every billion,1
,,,billion invest,1
,,,invest public,1
,,,dollar saved,1
,,,annually individual,1
,,,individual commuter,1
,,,commuter dramatic,1
,,,dramatic reduction,1
,,,emission mile,1
,,,mile traveled,1
,,,traveled see,1
,,,future already,1
,,,already planned,1
,,,planned vermont,1
,,,vermont city,1
,,,city town,1
,,,town working,1
,,,working develop,1
,,,develop district,1
,,,district energy,1
,,,system capture,1
,,,capture waste,1
,,,waste heat,1
,,,plant use,1
,,,use heat,1
,,,heat building,1
,,,building see,1
,,,see iomas,1
,,,iomas powered,1
,,,powered heated,1
,,,heated facility,1
,,,facility hope,1
,,,hope see,1
,,,see world,1
,,,world changing,1
,,,changing innovation,1
,,,innovation common,1
,,,sense practice,1
,,,practice replicated,1
,,,replicated throughout,1
,,,country closing,1
,,,closing pleased,1
,,,pleased worked,1
,,,worked chairman,1
,,,boxer convene,1
,,,convene first,1
,,,subcommittee look,1
,,,learning witnesse,1
,,,witnesse state,1
,,,city create,1
,,,foundation vision,1
,,,green future,1
,,,nation sander,1
,,,ok think,1
,,,think onomic,1
,,,onomic time,1
,,,time regrettably,1
,,,regrettably carbon,1
,,,carbon cap,1
,,,job full,1
,,,full answer,1
,,,answer make,1
,,,good deal,1
,,,deal economic,1
,,,economic sense,1
,,,sense like,1
,,,like nuclear,1
,,,conservation effort,1
,,,effort like,1
,,,like wind,1
,,,much created,1
,,,created bought,1
,,,bought last,1
,,,told eve,1
,,,eve n,1
,,,n considering,1
,,,kill approximately,1
,,,job sander,1
,,,sander committee,1
,,,committee ranking,1
,,,member put,1
,,,put report,1
,,,report earlier,1
,,,earlier spring,1
,,,spring green,1
,,,job yellow,1
,,,job especially,1
,,,especially wind,1
,,,solar kill,1
,,,information come,1
,,,advocate c,1
,,,c oalition,1
,,,oalition labor,1
,,,organization teamster,1
,,,seiu sierra,1
,,,club found,1
,,,found report,1
,,,dollar sometime,1
,,,total ten,1
,,,spent mean,1
,,,mean green,1
,,,power turbine,1
,,,county l,1
,,,l acted,1
,,,acted job,1
,,,come per,1
,,,decision people,1
,,,citizen taxpayer,1
,,,taxpayer state,1
,,,thing operate,1
,,,mill xcel,1
,,,xcel energy,1
,,,legislation justifie,1
,,,justifie vesta,1
,,,doom steel,1
,,,steel cement,1
,,,cement affordable,1
,,,america cement,1
,,,uncompetitive force,1
,,,plant emission,1
,,,deep cause,1
,,,cause closure,1
,,,th create,1
,,,create get,1
,,,produce state,1
,,,state led,1
,,,corn soy,1
,,,soy bean,1
,,,bean working,1
,,,working cellulosic,1
,,,fuel fuel,1
,,,battery technolo,1
,,,technolo take,1
,,,take thank,1
,,,chair prepared,1
,,,missouri madam,1
,,,thank holding,1
,,,hearing cap,1
,,,legislation state,1
,,,job former,1
,,,former two,1
,,,two term,1
,,,term governor,1
,,,missouri know,1
,,,know pressure,1
,,,pressure elected,1
,,,official face,1
,,,face create,1
,,,promote economic,1
,,,development tough,1
,,,tough economic,1
,,,economic time,1
,,,time carb,1
,,,carb cap,1
,,,answer last,1
,,,told even,1
,,,even considering,1
,,,legislation still,1
,,,still kill,1
,,,job ranking,1
,,,economy su,1
,,,su bcommittee,1
,,,bcommittee issued,1
,,,entitled yellow,1
,,,effort kill,1
,,,information came,1
,,,came green,1
,,,advocate coalition,1
,,,coalition environmental,1
,,,environmental labor,1
,,,organization including,1
,,,including sierra,1
,,,club teamster,1
,,,seiu found,1
,,,found port,1
,,,port entitled,1
,,,dollar oftentime,1
,,,oftentime produced,1
,,,produced hundred,1
,,,job rate,1
,,,rate taxpayer,1
,,,taxpayer green,1
,,,job subsidy,1
,,,cost ten,1
,,,thousand sometime,1
,,,job thu,1
,,,county local,1
,,,local official,1
,,,official spent,1
,,,spent nearly,1
,,,nearly million,1
,,,million incentive,1
,,,incentive ta,1
,,,ta attracted,1
,,,attracted job,1
,,,work per,1
,,,decision perhap,1
,,,perhap people,1
,,,many taxpayer,1
,,,taxpayer missouri,1
,,,missouri want,1
,,,thing plant,1
,,,plant operate,1
,,,mill excel,1
,,,excel energy,1
,,,legislation justi,1
,,,justi fied,1
,,,fied vesta,1
,,,doom cement,1
,,,steel affordable,1
,,,next door,1
,,,door high,1
,,,make cement,1
,,,uncompetitive likely,1
,,,likely forcing,1
,,,forcing closure,1
,,,plant plant,1
,,,like emission,1
,,,deep force,1
,,,coal f,1
,,,f ired,1
,,,ired power,1
,,,plant replaced,1
,,,replaced expensive,1
,,,expensive natural,1
,,,gas pueblo,1
,,,created effort,1
,,,effort dont,1
,,,produce missouri,1
,,,missouri led,1
,,,corn soybean,1
,,,soybean working,1
,,,working new,1
,,,new cellulosic,1
,,,battery technology,1
,,,technology nd,1
,,,nd much,1
,,,needed wetland,1
,,,wetland restoration,1
,,,restoration project,1
,,,project turn,1
,,,turn create,1
,,,steward land,1
,,,land future,1
,,,generation new,1
,,,new jerseyan,1
,,,jerseyan governor,1
,,,governor working,1
,,,working businesse,1
,,,businesse close,1
,,,close skill,1
,,,gap emerging,1
,,,emerging green,1
,,,economy new,1
,,,jersey green,1
,,,training partnership,1
,,,partnership program,1
,,,program build,1
,,,build existing,1
,,,existing partnership,1
,,,industry educational,1
,,,educational institution,1
,,,institution offer,1
,,,offer apprenticeship,1
,,,apprenticeship opportunity,1
,,,opportunity st,1
,,,century energy,1
,,,industry past,1
,,,past alone,1
,,,alone nearly,1
,,,nearly n,1
,,,n corzine,1
,,,corzine statewide,1
,,,statewide energy,1
,,,program clean,1
,,,manufacturing fund,1
,,,fund ground,1
,,,ground breaking,1
,,,breaking energy,1
,,,energy master,1
,,,master plan,1
,,,plan continued,1
,,,continued effort,1
,,,effort finance,1
,,,finance mas,1
,,,transit smart,1
,,,smart growth,1
,,,growth policy,1
,,,policy impressive,1
,,,impressive program,1
,,,improve quality,1
,,,quality life,1
,,,life million,1
,,,jersey citizen,1
,,,citizen leading,1
,,,leading state,1
,,,state deep,1
,,,deep recession,1
,,,recession creating,1
,,,building foundation,1
,,,economy serve,1
,,,serve new,1
,,,jersey f,1
,,,f onmental,1
,,,onmental legislation,1
,,,security america,1
,,,america critically,1
,,,important need,1
,,,need fact,1
,,,fact need,1
,,,need clean,1
,,,environment leader,1
,,,leader internationally,1
,,,internationally bringing,1
,,,bringing global,1
,,,change greenhouse,1
,,,gas need,1
,,,america chairman,1
,,,pleased put,1
,,,together panel,1
,,,panel leader,1
,,,leader forefront,1
,,,forefront dealing,1
,,,dealing economic,1
,,,economic reality,1
,,,reality individual,1
,,,individual state,1
,,,community know,1
,,,know competitiv,1
,,,competitiv completed,1
,,,completed million,1
,,,million facility,1
,,,expansion time,1
,,,time bp,1
,,,solar employed,1
,,,employed worker,1
,,,worker frederick,1
,,,headquarter planning,1
,,,planning second,1
,,,second facility,1
,,,expansion visit,1
,,,visit chance,1
,,,chance meet,1
,,,meet speak,1
,,,speak dozen,1
,,,dozen marylander,1
,,,marylander working,1
,,,working green,1
,,,job experience,1
,,,experience reaffirmed,1
,,,reaffirmed commitment,1
,,,commitment united,1
,,,state leadership,1
,,,leadership developing,1
,,,developing renewable,1
,,,technology noted,1
,,,noted last,1
,,,last thursday,1
,,,thursday hearing,1
,,,hearing venture,1
,,,capitalist john,1
,,,john doerer,1
,,,doerer kpbc,1
,,,kpbc current,1
,,,current policy,1
,,,policy stifle,1
,,,stifle innovation,1
,,,innovation comp,1
,,,comp etitivenes,1
,,,etitivenes state,1
,,,state know,1
,,,know firsthand,1
,,,firsthand mean,1
,,,mean lose,1
,,,lose good,1
,,,paying skilled,1
,,,skilled green,1
,,,sector country,1
,,,country outpacing,1
,,,outpacing toward,1
,,,toward goal,1
,,,goal clean,1
,,,future world,1
,,,world breaking,1
,,,breaking ground,1
,,,ground second,1
,,,second expansion,1
,,,expansion frederick,1
,,,headquarter bp,1
,,,solar altered,1
,,,altered plan,1
,,,plan company,1
,,,company decided,1
,,,decided eate,1
,,,eate greater,1
,,,greater incentive,1
,,,busines bp,1
,,,solar decision,1
,,,decision impact,1
,,,impact projected,1
,,,projected job,1
,,,growth frederick,1
,,,frederick facility,1
,,,facility factor,1
,,,factor elimination,1
,,,elimination existing,1
,,,job plant,1
,,,back maryland,1
,,,maryland new,1
,,,economy likely,1
,,,likely happen,1
,,,happen without,1
,,,without firm,1
,,,firm commitment,1
,,,government study,1
,,,study conducted,1
,,,conducted political,1
,,,institute center,1
,,,progres estimate,1
,,,estimate investing,1
,,,investing little,1
,,,little undred,1
,,,undred thousand,1
,,,job nationwide,1
,,,nationwide billion,1
,,,billion can,1
,,,not rely,1
,,,rely corporate,1
,,,corporate altruism,1
,,,altruism free,1
,,,free market,1
,,,market current,1
,,,current federal,1
,,,federal regulation,1
,,,regulation heavily,1
,,,heavily favor,1
,,,favor fossil,1
,,,economy toward,1
,,,development many,1
,,,many country,1
,,,country around,1
,,,world competing,1
,,,competing industry,1
,,,industry busines,1
,,,busines soil,1
,,,soil implementing,1
,,,implementing policy,1
,,,policy framework,1
,,,framework make,1
,,,much easier,1
,,,easier clean,1
,,,busines abroad,1
,,,abroad rical,1
,,,hearing sander,1
,,,much cardin,1
,,,cardin alexander,1
,,,alexander opening,1
,,,hon lamar,1
,,,alexander state,1
,,,state tennessee,1
,,,tennessee alexander,1
,,,thank r,1
,,,much barrasso,1
,,,barrasso opening,1
,,,chairman concerned,1
,,,concerned preserving,1
,,,preserving creating,1
,,,america especially,1
,,,especially state,1
,,,wyoming green,1
,,,unfortunately decision,1
,,,decision made,1
,,,made washington,1
,,,washington threaten,1
,,,threaten friday,1
,,,friday last,1
,,,week vice,1
,,,biden chief,1
,,,chief staff,1
,,,staff quoted,1
,,,quoted washington,1
,,,post defending,1
,,,defending president,1
,,,president billion,1
,,,billion economic,1
,,,economic st,1
,,,st package,1
,,,language inhofe,1
,,,inhofe said,1
,,,said subsidize,1
,,,bill author,1
,,,bill administration,1
,,,administration deal,1
,,,deal another,1
,,,another blow,1
,,,blow taxpayer,1
,,,taxpayer mean,1
,,,mean taking,1
,,,taking away,1
,,,away job,1
,,,job subsidizing,1
,,,job place,1
,,,place folk,1
,,,back home,1
,,,home beyond,1
,,,beyond beltway,1
,,,beltway alice,1
,,,alice wonderland,1
,,,wonderland economic,1
,,,economic let,1
,,,example blow,1
,,,blow felt,1
,,,felt waxman,1
,,,job wyoming,1
,,,wyoming california,1
,,,california soda,1
,,,soda inese,1
,,,inese washington,1
,,,washington develop,1
,,,develop thoughtles,1
,,,thoughtles policy,1
,,,policy isolated,1
,,,isolated case,1
,,,case ask,1
,,,ask colleague,1
,,,colleague examine,1
,,,examine real,1
,,,real impact,1
,,,result bill,1
,,,bill please,1
,,,please make,1
,,,sure called,1
,,,promised bill,1
,,,bill created,1
,,,created china,1
,,,china expense,1
,,,expense constituent,1
,,,constituent job,1
,,,strategy include,1
,,,nuclear clean,1
,,,coal natural,1
,,,gas hydro,1
,,,hydro wind,1
,,,solar renewable,1
,,,renewable need,1
,,,fast wit,1
,,,wit u,1
,,,u vitter,1
,,,vitter followed,1
,,,followed merkley,1
,,,hon david,1
,,,vitter state,1
,,,state louisiana,1
,,,louisiana vitter,1
,,,vitter thank,1
,,,witnesse much,1
,,,much welcome,1
,,,welcome hearing,1
,,,policy considering,1
,,,considering hope,1
,,,bring thorough,1
,,,analysi topic,1
,,,topic way,1
,,,way often,1
,,,often opinion,1
,,,opinion bond,1
,,,bond mentioned,1
,,,mentioned n,1
,,,n washington,1
,,,washington fuzzy,1
,,,fuzzy math,1
,,,math sided,1
,,,sided analysi,1
,,,analysi subject,1
,,,subject green,1
,,,job particular,1
,,,particular usually,1
,,,usually ideologically,1
,,,ideologically driven,1
,,,driven analysi,1
,,,analysi focuse,1
,,,focuse side,1
,,,side ledger,1
,,,ledger look,1
,,,look look,1
,,,look cost,1
,,,term taxpayer,1
,,,subsidy term,1
,,,job n,1
,,,n economy,1
,,,economy lost,1
,,,lost important,1
,,,important study,1
,,,came month,1
,,,month ago,1
,,,ago spain,1
,,,spain gabriel,1
,,,calzada king,1
,,,university madrid,1
,,,madrid actually,1
,,,actually sort,1
,,,sort thorough,1
,,,analysi talking,1
,,,spain pretty,1
,,,pretty interesting,1
,,,interesting result,1
,,,result every,1
,,,job financed,1
,,,financed spanish,1
,,,spanish taxpayer,1
,,,taxpayer real,1
,,,lost result,1
,,,result policy,1
,,,policy put,1
,,,place nine,1
,,,nine green,1
,,,spain past,1
,,,past longer,1
,,,longer existence,1
,,,existence since,1
,,,since spain,1
,,,spain spent,1
,,,spent equivalent,1
,,,equivalent create,1
,,,including subsidy,1
,,,per wind,1
,,,program resulted,1
,,,resulted destruction,1
,,,destruction nearly,1
,,,economy finally,1
,,,installed destroyed,1
,,,destroyed job,1
,,,job non,1
,,,non energy,1
,,,sector spanish,1
,,,economy welcome,1
,,,welcome green,1
,,,sense reasonable,1
,,,cost hope,1
,,,bring real,1
,,,thorough science,1
,,,science bear,1
,,,bear including,1
,,,including rigorou,1
,,,thorough economic,1
,,,economic science,1
,,,science figure,1
,,,figure supporter,1
,,,supporter policy,1
,,,policy admit,1
,,,admit venue,1
,,,venue utility,1
,,,utility energy,1
,,,cost necessarily,1
,,,necessarily skyrocket,1
,,,skyrocket quote,1
,,,quote president,1
,,,obama campaign,1
,,,campaign trail,1
,,,trail look,1
,,,forward real,1
,,,rigorou discussion,1
,,,discussion focu,1
,,,sense procure,1
,,,procure reasonable,1
,,,reasonable way,1
,,,way reasonable,1
,,,cost thank,1
,,,merkley tha,1
,,,tha vement,1
,,,vement residential,1
,,,saving pay,1
,,,pay cost,1
,,,cost front,1
,,,front installation,1
,,,installation greatly,1
,,,greatly expand,1
,,,expand model,1
,,,model certainly,1
,,,certainly pursuing,1
,,,pursuing national,1
,,,national level,1
,,,level result,1
,,,job oregon,1
,,,time fast,1
,,,fast rest,1
,,,rest economy,1
,,,economy addressing,1
,,,addressing key,1
,,,key strategic,1
,,,strategic interest,1
,,,interest united,1
,,,america ending,1
,,,ending dependence,1
,,,oil strengthening,1
,,,strengthening economy,1
,,,economy converting,1
,,,converting billion,1
,,,billion state,1
,,,state stable,1
,,,stable month,1
,,,month running,1
,,,running new,1
,,,economy certainly,1
,,,certainly part,1
,,,reason relatively,1
,,,relatively strong,1
,,,strong shape,1
,,,shape next,1
,,,next colorado,1
,,,colorado making,1
,,,sure educate,1
,,,educate student,1
,,,student succeed,1
,,,succeed green,1
,,,help lead,1
,,,lead new,1
,,,new wave,1
,,,wave energy,1
,,,technology established,1
,,,established p,1
,,,p education,1
,,,education council,1
,,,council job,1
,,,job cabinet,1
,,,cabinet strengthening,1
,,,strengthening job,1
,,,program giving,1
,,,giving community,1
,,,college renewed,1
,,,renewed mission,1
,,,mission work,1
,,,force ent,1
,,,ent hon,1
,,,hon chri,1
,,,chri gregoire,1
,,,gregoire governor,1
,,,gregoire thank,1
,,,chair madam,1
,,,come talk,1
,,,talk washington,1
,,,state view,1
,,,view energy,1
,,,submitted longer,1
,,,longer testimony,1
,,,testimony record,1
,,,record washington,1
,,,state believe,1
,,,believe many,1
,,,job st,1
,,,economy related,1
,,,energy like,1
,,,like colorado,1
,,,colorado initiative,1
,,,initiative people,1
,,,people state,1
,,,state affirmatively,1
,,,affirmatively declared,1
,,,declared terestingly,1
,,,terestingly enough,1
,,,enough coal,1
,,,coal town,1
,,,town energy,1
,,,strategy job,1
,,,creation strategy,1
,,,strategy adopted,1
,,,adopted set,1
,,,set climate,1
,,,change goal,1
,,,goal related,1
,,,related reduced,1
,,,emission reduced,1
,,,reduced fuel,1
,,,use set,1
,,,goal triple,1
,,,triple new,1
,,,state reach,1
,,,reach green,1
,,,les goal,1
,,,goal rather,1
,,,rather green,1
,,,growing much,1
,,,much faster,1
,,,faster predicted,1
,,,predicted job,1
,,,job range,1
,,,range computer,1
,,,computer software,1
,,,software engineer,1
,,,engineer smart,1
,,,grid power,1
,,,power lin,1
,,,lin e,1
,,,e worker,1
,,,building architect,1
,,,architect weatherization,1
,,,technician bioenergy,1
,,,bioenergy venture,1
