Word,Freq,Ignore,Bigram,Freq_b
,,,project america,1
,,,america history,1
,,,history revitalized,1
,,,revitalized idle,1
,,,idle workforce,1
,,,workforce since,1
,,,since edith,1
,,,building several,1
,,,several green,1
,,,project ng,1
,,,ng environment,1
,,,environment equitable,1
,,,equitable workforce,1
,,,workforce like,1
,,,close thanking,1
,,,thanking merkley,1
,,,merkley subcommittee,1
,,,subcommittee opportunity,1
,,,story hope,1
,,,hope personal,1
,,,personal testimony,1
,,,testimony gave,1
,,,gave insight,1
,,,insight worker,1
,,,worker perspective,1
,,,perspective green,1
,,,support enhance,1
,,,enhance new,1
,,,generation construction,1
,,,industry prepared,1
,,,statement vonil,1
,,,vonil follow,1
,,,format merkley,1
,,,much give,1
,,,give insight,1
,,,insight appreciate,1
,,,appreciate muc,1
,,,muc conversation,1
,,,conversation officially,1
,,,officially wrap,1
,,,wrap adjourn,1
,,,adjourn continue,1
,,,continue informal,1
,,,informal conversation,1
,,,conversation im,1
,,,going proceed,1
,,,proceed order,1
,,,order witnesse,1
,,,witnesse presented,1
,,,presented information,1
,,,information presented,1
,,,presented particular,1
,,,particular len,1
,,,len green,1
,,,economy appreciate,1
,,,much andrew,1
,,,andrew thing,1
,,,thing curiou,1
,,,curiou experience,1
,,,experience building,1
,,,building variou,1
,,,variou green,1
,,,technology translate,1
,,,translate opportunity,1
,,,opportunity construction,1
,,,construction world,1
,,,world w,1
,,,w college,1
,,,college loan,1
,,,loan end,1
,,,end day,1
,,,day actually,1
,,,actually working,1
,,,working community,1
,,,community partner,1
,,,partner odot,1
,,,odot oregon,1
,,,oregon department,1
,,,department transportation,1
,,,transportation bureau,1
,,,labor industry,1
,,,industry project,1
,,,project expanding,1
,,,expanding energy,1
,,,work edith,1
,,,green workforce,1
,,,mapping project,1
,,,really digging,1
,,,digging experience,1
,,,experience like,1
,,,like apprentice,1
,,,apprentice job,1
,,,job merkley,1
,,,merkley term,1
,,,term workforce,1
,,,mapping relatively,1
,,,new relatively,1
,,,new new,1
,,,new looked,1
,,,looked statistic,1
,,,statistic cited,1
,,,cited testimony,1
,,,testimony level,1
,,,level apprentice,1
,,,participation minority,1
,,,worker partici,1
,,,partici nd,1
,,,nd sharing,1
,,,sharing story,1
,,,story help,1
,,,help continue,1
,,,continue momentum,1
,,,momentum come,1
,,,come attend,1
,,,attend unusual,1
,,,unusual hearing,1
,,,hearing dont,1
,,,dont often,1
,,,often get,1
,,,get hold,1
,,,hold field,1
,,,hearing actually,1
,,,actually first,1
,,,hearing chair,1
,,,job delighted,1
,,,delighted able,1
,,,able first,1
,,,first come,1
,,,come senate,1
,,,senate dont,1
,,,get chair,1
,,,subcommittee im,1
,,,im couple,1
,,,couple line,1
,,,line little,1
,,,bit seniority,1
,,,seniority opportunity,1
,,,opportunity parttruction,1
,,,parttruction wind,1
,,,wind pretty,1
,,,standard good,1
,,,good people,1
,,,people pretty,1
,,,standard people,1
,,,people operating,1
,,,operating simply,1
,,,simply relatively,1
,,,relatively les,1
,,,les qualified,1
,,,qualified people,1
,,,people lankford,1
,,,lankford yeah,1
,,,yeah grand,1
,,,grand challenge,1
,,,challenge new,1
,,,new push,1
,,,push definition,1
,,,get drawn,1
,,,drawn suddenly,1
,,,suddenly say,1
,,,level actually,1
,,,actually meet,1
,,,meet person,1
,,,person manufacturing,1
,,,manufacturing thing,1
,,,like lot,1
,,,training location,1
,,,location th,1
,,,th federal,1
,,,went district,1
,,,district several,1
,,,several ago,1
,,,ago green,1
,,,training end,1
,,,end met,1
,,,met director,1
,,,director met,1
,,,met folk,1
,,,folk went,1
,,,went program,1
,,,program asked,1
,,,asked director,1
,,,director privately,1
,,,privately many,1
,,,program gone,1
,,,gone couple,1
,,,couple work,1
,,,job opposition,1
,,,opposition able,1
,,,able great,1
,,,great manufacturing,1
,,,job operating,1
,,,operating kind,1
,,,kind wind,1
,,,create sense,1
,,,sense way,1
,,,way economy,1
,,,think beg,1
,,,beg question,1
,,,question need,1
,,,job period,1
,,,period growing,1
,,,growing economy,1
,,,economy recognize,1
,,,member speier,1
,,,speier speier,1
,,,speier chairman,1
,,,thank note,1
,,,note country,1
,,,country reeling,1
,,,reeling extraordinary,1
,,,extraordinary unemployment,1
,,,unemployment number,1
,,,number think,1
,,,think app,1
,,,app laud,1
,,,laud creation,1
,,,green otherwise,1
,,,otherwise gues,1
,,,gues bullish,1
,,,bullish wind,1
,,,part making,1
,,,america bring,1
,,,bring manufacturing,1
,,,manufacturing back,1
,,,back insourcing,1
,,,insourcing restoring,1
,,,restoring manufacturing,1
,,,base really,1
,,,really seingrey,1
,,,seingrey chairman,1
,,,thank want,1
,,,make note,1
,,,note weis,1
,,,weis second,1
,,,second ago,1
,,,ago mentioned,1
,,,mentioned large,1
,,,amount pollutant,1
,,,pollutant released,1
,,,released air,1
,,,air burning,1
,,,burning coal,1
,,,coal none,1
,,,none pollutant,1
,,,pollutant mentioned,1
,,,mentioned knowledge,1
,,,knowledge call,1
,,,call greenhouse,1
,,,gas indeed,1
,,,indeed coal,1
,,,industry response,1
,,,response epa,1
,,,regulation clean,1
,,,act think,1
,,,think done,1
,,,reducing classical,1
,,,classical pollutant,1
,,,pollutant sulfur,1
,,,sulfur dioxide,1
,,,dioxide particulate,1
,,,particulate matter,1
,,,matter thing,1
,,,thing epa,1
,,,epa done,1
,,,done basically,1
,,,basically keep,1
,,,keep moving,1
,,,moving goalpost,1
,,,goalpost sudden,1
,,,sudden supreme,1
,,,supreme court,1
,,,court allowing,1
,,,allowing greenhouse,1
,,,greenhouse gasee,1
,,,gasee climate,1
,,,change critical,1
,,,critical public,1
,,,health challenge,1
,,,challenge environmental,1
,,,challenge moniz,1
,,,moniz ye,1
,,,ye environment,1
,,,economy health,1
,,,health security,1
,,,security challenge,1
,,,challenge christensen,1
,,,christensen ok,1
,,,ok lot,1
,,,lot time,1
,,,time talk,1
,,,know moving,1
,,,moving greener,1
,,,fuel talk,1
,,,talk cost,1
,,,economic damage,1
,,,damage never,1
,,,never take,1
,,,account public,1
,,,health cost,1
,,,cost wanted,1
,,,wanted focu,1
,,,focu public,1
,,,health questioning,1
,,,questioning moniz,1
,,,moniz um,1
,,,um hum,1
,,,hum christensen,1
,,,christensen thank,1
,,,thank whitfieldjohn,1
,,,whitfieldjohn simon,1
,,,simon senior,1
,,,president human,1
,,,resource pacific,1
,,,pacific gas,1
,,,gas electric,1
,,,electric company,1
,,,company prepared,1
,,,record veteran,1
,,,job exploring,1
,,,sector tuesday,1
,,,tuesday may,1
,,,may house,1
,,,committee veteran,1
,,,veteran affair,1
,,,affair subcommittee,1
,,,opportunity washington,1
,,,met pursuan,1
,,,pursuan primary,1
,,,decision train,1
,,,driven partnership,1
,,,industry skill,1
,,,skill driven,1
,,,driven called,1
,,,called technical,1
,,,technical advisory,1
,,,advisory committee,1
,,,committee comprised,1
,,,comprised industry,1
,,,industry expert,1
,,,expert come,1
,,,come advise,1
,,,advise g,1
,,,g particularly,1
,,,particularly come,1
,,,come combat,1
,,,combat come,1
,,,come special,1
,,,special need,1
,,,need result,1
,,,result make,1
,,,make veteran,1
,,,veteran challenging,1
,,,challenging train,1
,,,train ill,1
,,,ill get,1
,,,back little,1
,,,bit later,1
,,,later like,1
,,,like say,1
,,,say providing,1
,,,green skill,1
,,,skill enough,1
,,,successfully train,1
,,,train transition,1
,,,civilian work,1
,,,work yet,1
,,,obtain maintain,1
,,,maintain meaningful,1
,,,employment component,1
,,,component necessary,1
,,,necessary readjustment,1
,,,readjustment civilian,1
,,,civilian life,1
,,,life show,1
,,,show recently,1
,,,released combat,1
,,,combat veteran,1
,,,veteran cet,1
,,,head use,1
,,,use comprehensive,1
,,,comprehensive training,1
,,,model addresse,1
,,,addresse barrier,1
,,,barrier training,1
,,,individual training,1
,,,training approach,1
,,,training use,1
,,,environment instructor,1
,,,instructor hired,1
,,,hired industry,1
,,,industry student,1
,,,clock clock,1
,,,beginning put,1
,,,put hand,1
,,,machine america,1
,,,america hardworking,1
,,,hardworking veteran,1
,,,veteran excused,1
,,,excused want,1
,,,thank everybody,1
,,,everybody attended,1
,,,attended panel,1
,,,panel frank,1
,,,frank discussion,1
,,,discussion job,1
,,,sector ask,1
,,,consent statement,1
,,,record hearing,1
,,,hearing objection,1
,,,ordered statement,1
,,,appear appendix,1
,,,appendix flore,1
,,,flore finally,1
,,,finally ask,1
,,,consent member,1
,,,member five,1
,,,five legislative,1
,,,legislative day,1
,,,day revise,1
,,,revise extend,1
,,,extend remark,1
,,,remark primary,1
,,,decision making,1
,,,making occupational,1
,,,occupational course,1
,,,course offer,1
,,,offer unique,1
,,,unique largely,1
,,,largely governed,1
,,,governed partnership,1
,,,partnership private,1
,,,industry market,1
,,,market sector,1
,,,sector cet,1
,,,center employer,1
,,,employer based,1
,,,based technical,1
,,,technical advisor,1
,,,advisor use,1
,,,use frequently,1
,,,frequently veteran,1
,,,veteran served,1
,,,served combat,1
,,,combat particularly,1
,,,particularly recently,1
,,,recently discharged,1
,,,discharged veteran,1
,,,veteran need,1
,,,need unique,1
,,,experience service,1
,,,service country,1
,,,country id,1
,,,tell providing,1
,,,demand skill,1
,,,skill green,1
,,,construction green,1
,,,green heating,1
,,,cooling technology,1
,,,technology enough,1
,,,successfully transition,1
,,,civilian workforce,1
,,,workforce yet,1
,,,obtain retain,1
,,,retain meaningful,1
,,,employment comp,1
,,,comp eadjustment,1
,,,eadjustment civilian,1
,,,civilian society,1
,,,society bring,1
,,,bring cet,1
,,,head training,1
,,,model offer,1
,,,offer full,1
,,,full menu,1
,,,menu supportive,1
,,,supportive service,1
,,,service help,1
,,,keep veteran,1
,,,veteran training,1
,,,training overcome,1
,,,overcome roadblock,1
,,,roadblock achieving,1
,,,achieving career,1
,,,career goal,1
,,,goal approach,1
,,,training veteran,1
,,,veteran use,1
,,,environment student,1
,,,beginning get,1
,,,get hand,1
,,,machine learn,1
,,,learn large,1
,,,part provide,1
,,,provide date,1
,,,date technologically,1
,,,technologically cu,1
,,,cu rrent,1
,,,rrent training,1
,,,training top,1
,,,top newest,1
,,,newest technological,1
,,,technological trend,1
,,,trend help,1
,,,help advance,1
,,,advance veteran,1
,,,veteran career,1
,,,career prospect,1
,,,prospect green,1
,,,technology occupation,1
,,,occupation part,1
,,,part effort,1
,,,effort key,1
,,,key component,1
,,,component addition,1
,,,addition offering,1
,,,offering relevant,1
,,,training assist,1
,,,assist veteran,1
,,,veteran earn,1
,,,earn industry,1
,,,industry specific,1
,,,specific credential,1
,,,credential certification,1
,,,certification way,1
,,,way job,1
,,,development staff,1
,,,staff career,1
,,,career program,1
,,,program troop,1
,,,troop energy,1
,,,job powerpathwaytm,1
,,,powerpathwaytm initiative,1
,,,initiative appreciate,1
,,,testify program,1
,,,program subcommittee,1
,,,subcommittee statement,1
,,,record william,1
,,,william doe,1
,,,doe chief,1
,,,job introduction,1
,,,introduction chairman,1
,,,chairman bill,1
,,,bill flore,1
,,,flore ranking,1
,,,member mark,1
,,,mark takano,1
,,,takano distinguished,1
,,,member house,1
,,,house subcommittee,1
,,,provide written,1
,,,statement behalf,1
,,,behalf organization,1
,,,veteran gre,1
,,,gre en,1
,,,en job,1
,,,important topic,1
,,,topic exploring,1
,,,sector retired,1
,,,retired career,1
,,,career army,1
,,,army officer,1
,,,officer graduate,1
,,,graduate west,1
,,,west point,1
,,,point serve,1
,,,serve chief,1
,,,c non,1
,,,profit corporation,1
,,,corporation located,1
,,,located denver,1
,,,denver colorado,1
,,,colorado past,1
,,,past decade,1
,,,decade actively,1
,,,actively involved,1
,,,involved employment,1
,,,employment educational,1
,,,educational issue,1
,,,issue military,1
,,,veteran particularly,1
,,,particularly post,1
,,,post combat,1
,,,combat era,1
,,,era higher,1
,,,education colorado,1
,,,colorado sta,1
,,,sta te,1
,,,te university,1
,,,university non,1
,,,profit sector,1
,,,job organization,1
,,,job founded,1
,,,founded mission,1
,,,mission engage,1
,,,engage transition,1
,,,transition connect,1
,,,connect military,1
,,,veteran meaningful,1
,,,opportunity serve,1
,,,serve community,1
,,,community environment,1
,,,environment work,1
,,,work inspire,1
,,,inspire hope,1
,,,hope confidence,1
,,,confidence veteran,1
,,,veteran positive,1
,,,positive future,1
,,,future ission,1
,,,ission help,1
,,,help nation,1
,,,nation achieve,1
,,,efficiency energy,1
,,,independence security,1
,,,security natural,1
,,,resource conservation,1
,,,conservation resulting,1
,,,resulting environmental,1
,,,environmental social,1
,,,social economic,1
,,,benefit focused,1
,,,focused effort,1
,,,effort program,1
,,,offer veteran,1
,,,veteran concrete,1
,,,concrete skill,1
,,,skill building,1
,,,placement variety,1
,,,variety green,1
,,,career view,1
,,,view unemployment,1
,,,unemployment risk,1
,,,risk multiplier,1
,,,multiplier obstacle,1
,,,obstacle veteran,1
,,,veteran face,1
,,,face lack,1
,,,lack stable,1
,,,stable career,1
,,,career provide,1
,,,provide veteran,1
,,,veteran sense,1
,,,sense purpose,1
,,,purpose compound,1
,,,compound problem,1
,,,problem health,1
,,,care personal,1
,,,personal relationship,1
,,,relationship issue,1
,,,issue act,1
,,,act road,1
,,,road block,1
,,,block successful,1
,,,successful reintegration,1
,,,reintegration community,1
,,,community veteran,1
,,,program residential,1
,,,effort past,1
,,,past five,1
,,,five assist,1
,,,assist transitioning,1
,,,transitioning veteran,1
,,,veteran securing,1
,,,securing meaningful,1
,,,economy include,1
,,,include residential,1
,,,renewable en,1
,,,en n,1
,,,n successful,1
,,,successful placing,1
,,,placing hundred,1
,,,hundred veteran,1
,,,veteran outdoor,1
,,,outdoor conservation,1
,,,conservation wild,1
,,,wild land,1
,,,land firefighting,1
,,,firefighting position,1
,,,position partnership,1
,,,partnership regional,1
,,,regional state,1
,,,level conservation,1
,,,conservation corp,1
,,,corp federal,1
,,,land management,1
,,,management agency,1
,,,agency within,1
,,,within energy,1
,,,job undertaken,1
,,,undertaken two,1
,,,major programmatic,1
,,,programmatic effort,1
,,,effort employing,1
,,,employing veteran,1
,,,veteran perform,1
,,,perform residential,1
,,,efficiency service,1
,,,service weatherization,1
,,,weatherization local,1
,,,community providing,1
,,,providing networking,1
,,,networking job,1
,,,placement service,1
,,,service interested,1
,,,interested veteran,1
,,,veteran businesse,1
,,,businesse corporation,1
,,,corporation renewable,1
,,,industry orm,1
,,,orm see,1
,,,see planet,1
,,,planet changing,1
,,,changing get,1
,,,people interested,1
,,,interested thing,1
,,,like increasing,1
,,,efficiency getting,1
,,,getting educated,1
,,,educated change,1
,,,change brick,1
,,,brick foundation,1
,,,foundation creating,1
,,,green environment,1
,,,environment coming,1
,,,coming veteran,1
,,,job matt,1
,,,matt looked,1
,,,looked way,1
,,,way apply,1
,,,apply sensibility,1
,,,sensibility environment,1
,,,environment line,1
,,,line work,1
,,,work study,1
,,,study considered,1
,,,considered working,1
,,,working wind,1
,,,industry studied,1
,,,studied decided,1
,,,decided focu,1
,,,focu time,1
,,,time working,1
,,,working veteran,1
,,,job weathe,1
,,,weathe e,1
,,,e industry,1
,,,industry serving,1
,,,serving key,1
,,,key management,1
,,,management busines,1
,,,busines financial,1
,,,financial position,1
,,,position industry,1
,,,grow non,1
,,,organization solar,1
,,,solar grid,1
,,,grid alternative,1
,,,alternative solar,1
,,,international office,1
,,,office colorado,1
,,,colorado partnered,1
,,,promote solar,1
,,,solar installation,1
,,,installation training,1
,,,veteran finally,1
,,,finally number,1
,,,two technical,1
,,,technical school,1
,,,school emerged,1
,,,emerged provide,1
,,,provide education,1
,,,training renewable,1
,,,sector attracting,1
,,,attracting significant,1
,,,significant enrollment,1
,,,enrollment student,1
,,,veteran veteran,1
,,,population increase,1
,,,increase enrolled,1
,,,enrolled student,1
,,,student three,1
,,,three anticipate,1
,,,anticipate growth,1
,,,growth student,1
,,,population succes,1
,,,succes placing,1
,,,placing veteran,1
,,,job require,1
,,,partnership variety,1
,,,variety organization,1
,,,job partnered,1
,,,energy space,1
,,,space numerou,1
,,,numerou government,1
,,,government agency,1
,,,agency corporation,1
,,,corporation non,1
,,,organization institution,1
,,,institution higher,1
,,,higher learning,1
,,,learning promote,1
,,,renewable ene,1
,,,ene e,1
,,,e income,1
,,,income earning,1
,,,earning certification,1
,,,certification training,1
,,,prepare civilian,1
,,,civilian employment,1
,,,employment communicated,1
,,,communicated employmentjob,1
,,,employmentjob resource,1
,,,resource easy,1
,,,easy locate,1
,,,locate acces,1
,,,acces personal,1
,,,personal guidance,1
,,,guidance mentorship,1
,,,mentorship help,1
,,,help individual,1
,,,individual veteran,1
,,,veteran find,1
,,,find training,1
,,,training career,1
,,,career based,1
,,,based experience,1
,,,experience interest,1
,,,interest conclusion,1
,,,conclusion chairman,1
,,,chairman flore,1
,,,flore veteran,1
,,,job nonprofit,1
,,,nonprofit corporation,1
,,,corporation serving,1
,,,serving employment,1
,,,employment need,1
,,,need interest,1
,,,interest veteran,1
,,,veteran growing,1
,,,growing energy,1
,,,sector fully,1
,,,fully aware,1
,,,aware challenge,1
,,,challenge facing,1
,,,facing veteran,1
,,,veteran exit,1
,,,exit military,1
,,,service return,1
,,,return energy,1
,,,sector provide,1
,,,provide tremendou,1
,,,tremendou job,1
,,,veteran believe,1
,,,believe public,1
,,,private nonprofit,1
,,,nonprofit partnership,1
,,,partnership essential,1
,,,essential fulfilling,1
,,,fulfilling opportunity,1
,,,opportunity conclude,1
,,,conclude written,1
,,,statement disclosure,1
,,,disclosure veteran,1
,,,c organization,1
,,,organization received,1
,,,received following,1
,,,contract award,1
,,,award colorado,1
,,,colorado energy,1
,,,office ceo,1
,,,ceo fy,1
,,,fy fund,1
,,,fund appropriated,1
,,,appropriated grant,1
,,,grant department,1
,,,doe weatherization,1
,,,low inco,1
,,,inco person,1
,,,person cfr,1
,,,cfr part,1
,,,department health,1
,,,health human,1
,,,human service,1
,,,service low,1
,,,energy assistance,1
,,,program veteran,1
,,,job sub,1
,,,sub grantee,1
,,,grantee program,1
,,,program region,1
,,,region colorado,1
,,,colorado serving,1
,,,serving denver,1
,,,denver jefferson,1
,,,jefferson county,1
,,,county following,1
,,,contract awarded,1
,,,awarded fy,1
,,,fy curriculum,1
,,,curriculum vitae,1
,,,vitae william,1
,,,william bill,1
,,,bill doe,1
,,,doe currently,1
,,,currently chief,1
,,,c nbother,1
,,,nbother member,1
,,,congres recent,1
,,,recent solicitation,1
,,,solicitation released,1
,,,released office,1
,,,office advanced,1
,,,advanced fossil,1
,,,could apply,1
,,,apply advanced,1
,,,advanced resource,1
,,,resource development,1
,,,development project,1
,,,project project,1
,,,project include,1
,,,include project,1
,,,technology economically,1
,,,economically develop,1
,,,develop recover,1
,,,recover produce,1
,,,produce traditional,1
,,,traditional fossil,1
,,,resource reduced,1
,,,emission clarification,1
,,,clarification eligible,1
,,,could involve,1
,,,involve either,1
,,,either hydraulic,1
,,,fracking technology,1
,,,technology natural,1
,,,gas traditional,1
,,,traditional resource,1
,,,resource correct,1
,,,correct davidson,1
,,,davidson correct,1
,,,correct green,1
,,,green coming,1
,,,coming texa,1
,,,texa knowmarket,1
,,,knowmarket analyst,1
,,,analyst bloomberg,1
,,,bloomberg much,1
,,,much percent,1
,,,total carbon,1
,,,carbon market,1
,,,based fraudulent,1
,,,fraudulent trading,1
,,,trading given,1
,,,given additionally,1
,,,additionally european,1
,,,european ally,1
,,,ally facing,1
,,,facing steep,1
,,,steep decline,1
,,,decline economy,1
,,,economy dramatic,1
,,,dramatic rise,1
,,,rise unemployment,1
,,,unemployment roll,1
,,,roll struggle,1
,,,struggle heavy,1
,,,heavy green,1
,,,energy burden,1
,,,burden spain,1
,,,spain megawatt,1
,,,installed four,1
,,,four job,1
,,,solar nearly,1
,,,lost past,1
,,,past spain,1
,,,spain unemployment,1
,,,rate jumped,1
,,,jumped percent,1
,,,percent fortunat,1
,,,fortunat th,1
,,,th largest,1
,,,largest economy,1
,,,economy back,1
,,,back decade,1
,,,decade government,1
,,,government repealed,1
,,,repealed mitigate,1
,,,mitigate harm,1
,,,harm caused,1
,,,caused tax,1
,,,tax neither,1
,,,neither helped,1
,,,helped environment,1
,,,policy country,1
,,,country followed,1
,,,followed similar,1
,,,electricity rate,1
,,,rate rise,1
,,,subsidy increase,1
,,,increase control,1
,,,control job,1
,,,losse pile,1
,,,pile government,1
,,,government forced,1
,,,forced consider,1
,,,consider amending,1
,,,amending repealing,1
,,,repealing misguided,1
,,,misguided policy,1
,,,policy europe,1
,,,policy contributed,1
,,,contributed economic,1
,,,economic slowdown,1
,,,slowdown europe,1
,,,europe unable,1
,,,unable meet,1
,,,meet minimal,1
,,,minimal nato,1
,,,nato commitment,1
,,,commitment fund,1
,,,fund def,1
,,,def e,1
,,,e goal,1
,,,goal european,1
,,,european government,1
,,,government imposed,1
,,,imposed variou,1
,,,variou scheme,1
,,,scheme taxe,1
,,,taxe subsidy,1
,,,mandate including,1
,,,including cap,1
,,,trade feed,1
,,,tariff surcharge,1
,,,surcharge force,1
,,,force consumer,1
,,,consumer foot,1
,,,foot bill,1
,,,bill expensive,1
,,,expensive green,1
,,,technology carbon,1
,,,carbon restriction,1
,,,restriction green,1
,,,green policy,1
,,,policy slowed,1
,,,slowed economy,1
,,,economy ally,1
,,,ally moved,1
,,,moved industry,1
,,,industry offshore,1
,,,offshore made,1
,,,made job,1
,,,job difficult,1
,,,difficult obtain,1
,,,obtain lowered,1
,,,lowered income,1
,,,income power,1
,,,power citizen,1
,,,citizen country,1
,,,country somewhat,1
,,,somewhat unique,1
,,,experience follow,1
,,,follow similar,1
,,,price rise,1
,,,subsidy inc,1
,,,inc shortfall,1
,,,shortfall massive,1
,,,massive rate,1
,,,rate deficit,1
,,,deficit come,1
,,,come surprise,1
,,,surprise ier,1
,,,ier warned,1
,,,warned problem,1
,,,problem beginning,1
,,,beginning gabriel,1
,,,calzada released,1
,,,released paper,1
,,,paper situation,1
,,,situation spain,1
,,,spain testified,1
,,,testified congres,1
,,,congres found,1
,,,found spain,1
,,,agenda resulted,1
,,,resulted job,1
,,,losse elsewhere,1
,,,country economy,1
,,,job average,1
,,,average lost,1
,,,lost spanish,1
,,,economy megawatt,1
,,,solar installed,1
,,,lost although,1
,,,although ening,1
,,,ening statement,1
,,,statement begin,1
,,,begin hutzler,1
,,,hutzler give,1
,,,give minute,1
,,,minute summary,1
,,,summary like,1
,,,like committee,1
,,,remember hutzler,1
,,,hutzler want,1
,,,want committee,1
,,,remember europe,1
,,,europe policy,1
,,,area failed,1
,,,failed enacted,1
,,,enacted green,1
,,,law needed,1
,,,needed huge,1
,,,huge subsidy,1
,,,subsidy electricity,1
,,,price increased,1
,,,increased lost,1
,,,job amend,1
,,,amend law,1
,,,law cost,1
,,,cost national,1
,,,national debt,1
,,,debt caused,1
,,,caused corruption,1
,,,corruption fraud,1
,,,fraud occur,1
,,,occur australia,1
,,,australia carbon,1
,,,tax repealed,1
,,,repealed competitive,1
,,,competitive global,1
,,,global marketplaclandfill,1
,,,marketplaclandfill wastewater,1
,,,wastewater treatment,1
,,,treatment plant,1
,,,plant fully,1
,,,fully utilizing,1
,,,utilizing enormou,1
,,,enormou natural,1
,,,gas resource,1
,,,resource feet,1
,,,feet developing,1
,,,developing inexhaustible,1
,,,inexhaustible potential,1
,,,potential renewable,1
,,,renewable natural,1
,,,nation building,1
,,,block cleaner,1
,,,future job,1
,,,opportunity les,1
,,,les reliance,1
,,,oil import,1
,,,import healthier,1
,,,healthier environment,1
,,,environment seen,1
,,,seen generation,1
,,,gas increasingly,1
,,,increasingly important,1
,,,important vehicle,1
,,,fuel heavy,1
,,,heavy duty,1
,,,duty truck,1
,,,truck taxi,1
,,,taxi transit,1
,,,transit vehicle,1
,,,vehicle airport,1
,,,airport shuttle,1
,,,shuttle fleet,1
,,,fleet cleintegrated,1
,,,cleintegrated since,1
,,,come department,1
,,,department cros,1
,,,cros cutting,1
,,,cutting team,1
,,,team ensure,1
,,,ensure budgeting,1
,,,budgeting proces,1
,,,proces explicitly,1
,,,explicitly creating,1
,,,creating team,1
,,,team break,1
,,,break silo,1
,,,thinking energy,1
,,,security thinking,1
,,,thinking job,1
,,,creation thinking,1
,,,thinking important,1
,,,thing energy,1
,,,energy reliability,1
,,,reliability reducing,1
,,,emission breaking,1
,,,breaking silo,1
,,,thinking acros,1
,,,acros border,1
,,,border something,1
,,,already place,1
,,,place think,1
,,,think expressed,1
,,,expressed way,1
,,,way putting,1
,,,together budget,1
,,,budget executing,1
,,,executing programsith,1
,,,programsith greenhouse,1
,,,creating state,1
,,,state winner,1
,,,loser increase,1
,,,electricity remaining,1
,,,remaining state,1
,,,state ratepayer,1
,,,ratepayer including,1
,,,including household,1
,,,household company,1
,,,company can,1
,,,not competitive,1
,,,competitive move,1
,,,move offshore,1
,,,offshore moving,1
,,,moving job,1
,,,job greenhouse,1
,,,emission accomplishing,1
,,,accomplishing nothing,1
,,,nothing environmentally,1
,,,environmentally need,1
,,,look california,1
,,,california since,1
,,,since ab,1
,,,ab knowledge,1
,,,knowledge single,1
,,,single energy,1
,,,intensive trade,1
,,,trade exposed,1
,,,exposed company,1
,,,company built,1
,,,built new,1
,,,california goesstorage,1
,,,goesstorage product,1
,,,product think,1
,,,think called,1
,,,called filing,1
,,,filing cabinet,1
,,,cabinet office,1
,,,office home,1
,,,home great,1
,,,saved energy,1
,,,cost iac,1
,,,iac review,1
,,,review like,1
,,,like briefly,1
,,,briefly mention,1
,,,co chair,1
,,,chair manufacturing,1
,,,america initiative,1
,,,initiative pleased,1
,,,pleased see,1
,,,see support,1
,,,support among,1
,,,among number,1
,,,number introduced,1
,,,introduced bill,1
,,,bill related,1
,,,efficiency green,1
,,,tech future,1
,,,future manufacturing,1
,,,particular like,1
,,,like call,1
,,,call shaheen,1
,,,shaheen leadership,1
,,,leadership bipartisan,1
,,,bipartisan smart,1
,,,smart manufacturing,1
,,,manufacturing leadership,1
,,,act highlight,1
,,,highlight hirono,1
,,,hirono clean,1
,,,export assiscalifornia,1
,,,assiscalifornia clean,1
,,,financing program,1
,,,program manufacturer,1
,,,manufacturer led,1
,,,led deployment,1
,,,critical energy,1
,,,project product,1
,,,product energy,1
,,,program recently,1
,,,recently led,1
,,,led homeowner,1
,,,homeowner saving,1
,,,saving average,1
,,,average percent,1
,,,percent utility,1
,,,bill green,1
,,,grant awarded,1
,,,awarded community,1
,,,college helped,1
,,,helped train,1
,,,people example,1
,,,example richmondbuild,1
,,,richmondbuild pre,1
,,,apprenticeship construction,1
,,,construction skill,1
,,,skill academy,1
,,,academy worked,1
,,,worked contra,1
,,,contra costa,1
,,,costa college,1
,,,college improve,1
,,,improve curriculum,1
,,,curriculum program,1
,,,program graduateswant,1
,,,graduateswant overcharged,1
,,,overcharged get,1
,,,get energy,1
,,,efficiency participate,1
,,,participate creating,1
,,,think utility,1
,,,utility understand,1
,,,understand zindler,1
,,,zindler madam,1
,,,chair submit,1
,,,submit record,1
,,,record department,1
,,,job verse,1
,,,verse fossil,1
,,,fuel job,1
,,,show growth,1
,,,growth amazing,1
,,,amazing surpassing,1
,,,surpassing sector,1
,,,sector cantwell,1
,,,cantwell ye,1
,,,ye lucier,1
,,,lucier wanted,1
,,,follow question,1
,,,question regulated,1
,,,regulated utility,1
,,,utility busines,1
,,,busines model,1
,,,model think,1
,,,think regard,1
,,,regard distributed,1
,,,distributed generatieconomy,1
,,,generatieconomy future,1
,,,future department,1
,,,energy technological,1
,,,technological organization,1
,,,organization develop,1
,,,develop technology,1
,,,technology wind,1
,,,solar enhanced,1
,,,enhanced geothermal,1
,,,geothermal biofuel,1
,,,nuclear important,1
,,,part goal,1
,,,goal innovation,1
,,,energy securing,1
,,,securing reducing,1
,,,emission ensure,1
,,,ensure form,1
,,,form domestic,1
,,,energy remain,1
,,,remain relevant,1
,,,relevant core,1
,,,core program,1
