title,Date,word_count,JustClean,JustAfford,JustReliable,JustSustain,JustModern,CleanSent,AffordSent,ReliableSent,SustainSent,ModernSent,GreenJobSent,ScientistSent
"['Energy', 'Energy', 'Energy']",2018-08-21,89640,13,3,8,2,10,14,3,7,0,2,0,0
['Energy'],2018-08-22,107630,4,9,2,11,7,1,2,2,0,0,0,0
"['Energy', 'Energy', 'Minister for Energy', 'Energy']",2018-09-10,121898,6,9,10,4,5,3,8,9,0,1,0,0
"['Energy', 'Energy']",2018-09-11,89180,8,8,11,3,11,6,9,13,1,1,0,0
"['Energy', 'Indi Electorate: Renewable Energy']",2018-09-12,104817,10,5,3,4,462,2,0,1,4,4,0,0
['Energy'],2018-09-13,88286,2,3,4,9,11,0,0,1,1,0,0,0
"['Energy Companies', 'Energy']",2018-09-17,129602,4,2,4,12,98,1,0,0,0,1,0,0
['Renewable Energy'],2018-09-18,98388,3,5,8,6,8,1,0,0,2,0,0,0
"['Energy', 'Energy']",2018-09-20,81312,8,20,4,5,6,2,1,2,0,0,0,0
['Energy'],2018-10-15,142649,15,4,2,8,10,1,1,0,0,0,0,0
['Energy (Question No. 1012)'],2018-10-17,99296,15,4,0,9,2,0,1,0,0,1,0,0
['Energy'],2018-10-18,78893,28,9,3,3,11,2,0,2,0,0,0,0
"['Nuclear Energy', 'National Greenhouse and Energy Reporting Amendment (Timely Publication of Emissions) Bill 2018']",2018-10-22,85042,6,1,3,7,9,4,1,0,2,1,0,0
"['Energy', 'Economy, Energy', 'Energy', 'Energy']",2018-10-23,100259,9,8,8,17,4,3,4,8,0,0,0,0
"['Energy', 'Nuclear Energy', 'Nuclear Energy']",2018-10-24,140234,4,61,3,12,7,1,1,1,0,0,1,0
"['Energy', 'Energy', 'Energy']",2018-10-25,93558,0,46,6,6,4,1,4,5,0,0,0,0
['Energy'],2018-11-26,145330,11,7,3,9,9,4,3,2,1,0,0,1
['Energy'],2018-11-27,90775,2,30,2,3,10,2,1,1,0,1,0,0
"['Energy', 'Energy', 'Energy', 'National Energy Guarantee', 'Energy']",2018-11-28,115185,9,38,19,11,6,5,14,19,0,0,0,0
"['Energy: Light Bulbs', 'Queensland: Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2018-12-03,137073,16,22,7,11,23,4,12,10,0,0,0,0
"['National Energy Guarantee', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2018-12-04,95092,11,10,8,9,10,7,6,8,3,3,0,0
"['Treasury Laws Amendment (Prohibiting Energy Market Misconduct) Bill 2018', 'Energy', 'Tasmania: Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Treasury Laws Amendment (Prohibiting Energy Market Misconduct) Bill 2018', 'Treasury Laws Amendment (Prohibiting Energy Market Misconduct) Bill 2018', 'Treasury Laws Amendment (Prohibiting Energy Market Misconduct) Bill 2018']",2018-12-05,109421,19,10,17,1,7,12,11,22,2,2,0,3
"['Treasury Laws Amendment (Prohibiting Energy Market Misconduct) Bill 2018', 'Queensland: Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2018-12-06,100301,7,1,3,1,8,6,0,1,0,1,0,0
"['Environment and Energy Committee', 'Environment and Energy Committee', 'Energy (Question No. 1192)']",2019-02-12,94688,9,6,5,7,7,1,1,0,0,0,1,0
"['Energy', 'Energy', 'Energy']",2019-02-14,79731,6,3,6,1,1,0,0,6,0,0,0,0
"['Lyons Electorate: Energy', 'North Sydney Electorate: Energy']",2019-02-18,137703,13,2,3,6,8,2,1,0,0,0,0,0
"['Energy', 'Petitions: Climate Change, Energy', 'Energy']",2019-02-19,98654,10,5,2,8,16,4,1,2,3,0,1,1
"['Energy', 'Renewable Energy (Question No. 1225)']",2019-02-21,70170,7,1,1,4,4,1,0,0,0,0,0,0
['Environment and Energy Committee'],2019-04-02,67106,16,10,3,5,9,9,2,3,0,1,0,0
['Social Services Legislation Amendment (Energy Assistance Payment) Bill 2019'],2019-04-03,139012,11,6,2,5,23,1,1,1,0,1,0,0
"['Social Services Legislation Amendment (Energy Assistance Payment) Bill 2019, Treasury Laws Amendment (Medicare Levy and Medicare Levy Surcharge) Bill 2019, Treasury Laws Amendment (North Queensland Flood Recovery) Bill 2019, Governor-General Amendment (Salary) Bill 2019, Foreign Influence Transparency Scheme Amendment Bill 2019, Export Finance and Insurance Corporation Amendment (Support for Infrastructure Financing) Bill 2019, Treasury Laws Amendment (Making Sure Foreign Investors Pay Their Fair Share of Tax in Australia and Other Measures) Bill 2019, Income Tax (Managed Investment Trust Withholding Tax) Amendment Bill 2018, Income Tax Rates Amendment (Sovereign Entities) Bill 2018, Treatment Benefits (Special Access) Bill 2019, Treatment Benefits (Special Access) (Consequential Amendments and Transitional Provisions) Bill 2019, Treasury Laws Amendment (Design and Distribution Obligations and Product Intervention Powers) Bill 2019, Treasury Laws Amendment (2019 Petroleum Resource Rent Tax Reforms No. 1) Bill 2019, Customs Tariff Amendment (Craft Beer) Bill 2019, Treasury Laws Amendment (2019 Measures No. 1) Bill 2019, Excise Tariff Amendment (Supporting Craft Brewers) Bill 2019, Australian Business Securitisation Fund Bill 2019', 'Energy', 'Energy']",2019-04-04,100984,13,9,4,7,9,3,1,0,1,1,0,0
"['Renewable Energy', 'Energy', 'Energy']",2019-07-04,73911,8,5,1,3,6,0,3,1,0,1,0,0
"['Energy', 'Nuclear Energy', 'Nuclear Energy', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Energy', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction']",2019-07-23,80102,5,4,8,1,5,0,3,8,0,0,0,0
"['Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction']",2019-07-24,88098,11,3,3,6,8,8,0,1,1,0,0,0
"['Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction']",2019-07-25,68926,4,3,1,3,2,1,1,1,0,0,0,0
"['Renewable Energy', 'Energy', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Energy', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Construction Forestry Maritime Mining Energy Union', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Energy', 'Nuclear Energy']",2019-07-29,139158,6,30,5,11,12,1,1,4,2,0,0,0
['Energy'],2019-07-30,76106,2,7,0,5,3,0,1,0,0,1,0,0
"['Australian Capital Territory: Energy, Australian Capital Territory: Poverty']",2019-07-31,143385,6,13,9,7,14,5,0,5,1,0,0,0
"['Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Energy', 'Minister for Energy and Emissions Reduction']",2019-08-01,96905,1,3,2,7,9,5,2,2,1,1,0,0
"['Nuclear Energy', 'Nuclear Energy', 'Nuclear Energy', 'Energy (Question No. 37)']",2019-09-09,146218,6,3,5,18,10,3,4,2,1,0,0,1
"['Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction']",2019-09-10,84174,1,3,3,6,7,0,0,0,0,2,0,0
['Minister for Energy and Emissions Reduction'],2019-09-11,151648,19,32,7,18,5,10,7,8,2,0,0,1
['Energy'],2019-09-12,84322,4,11,2,5,8,0,0,0,0,0,0,0
"['Renewable Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2019-09-16,132104,13,20,6,14,7,2,7,8,1,0,0,1
"['Treasury Laws Amendment (Prohibiting Energy Market Misconduct) Bill 2019', 'Energy', 'Construction Forestry Maritime Mining and Energy Union']",2019-09-18,143365,9,9,3,23,7,2,3,2,2,1,0,0
"['Nuclear Energy', 'Energy', 'Energy']",2019-09-19,86665,6,2,4,6,1,3,2,1,2,0,0,0
"['Climate Change, Energy', 'Department of the Environment and Energy: Tender Process (Question No. 146)', 'Department of the Environment and Energy: Tender Process (Question No. 147)']",2019-10-14,155726,11,23,6,14,8,6,0,0,3,1,0,3
"['Energy', 'Energy']",2019-10-15,85787,7,6,8,0,5,3,4,7,1,0,0,0
"['Queensland: Water, Queensland: Energy']",2019-10-16,134222,13,14,6,8,6,2,6,3,5,1,0,1
['Energy'],2019-10-17,82084,4,61,1,4,10,0,1,1,0,0,0,0
"['Energy', 'Macquarie Electorate: Energy Efficient Communities Program', 'Energy']",2019-10-21,132088,6,12,1,17,12,7,0,1,2,0,0,0
"['Treasury Laws Amendment (Prohibiting Energy Market Misconduct) Bill 2019', 'Treasury Laws Amendment (Prohibiting Energy Market Misconduct) Bill 2019']",2019-10-22,98498,14,16,13,2,12,14,12,17,5,6,0,0
"['Treasury Laws Amendment (Prohibiting Energy Market Misconduct) Bill 2019', 'Energy']",2019-10-23,136003,11,14,5,5,23,9,11,5,4,1,0,0
"['Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Energy']",2019-10-24,78480,3,4,3,1,6,0,1,0,1,0,0,0
"['Nuclear Energy', 'Minister for Energy and Emissions Reduction', 'Treasury Laws Amendment (Prohibiting Energy Market Misconduct) Bill 2019', 'Minister for Energy and Emissions Reduction']",2019-11-25,156774,4,39,7,17,26,2,0,0,1,0,0,0
"['Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction']",2019-11-26,63213,4,9,1,4,2,0,0,0,1,0,0,0
['Energy'],2019-11-27,133591,5,25,0,0,6,0,2,0,0,0,0,0
"['Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Department of the Environment and Energy: Tender Process (Question No. 224)']",2019-11-28,62750,8,2,0,3,3,0,1,0,0,0,0,0
"['Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Renewable Energy: Hydrogen Industry']",2019-12-02,136359,15,2,4,14,7,9,2,4,2,1,0,0
"['Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction']",2019-12-03,80941,1,2,3,6,11,0,0,1,0,2,0,1
"['Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction']",2019-12-04,61486,11,0,2,1,4,0,2,0,0,0,0,0
"['Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction']",2019-12-05,70274,3,2,1,14,2,1,1,0,3,1,0,0
"['Education Legislation Amendment (Tuition Protection and Other Measures) Bill 2019, Defence Service Homes Amendment Bill 2019, National Disability Insurance Scheme Amendment (Streamlined Governance) Bill 2019, Australian Crime Commission Amendment (Special Operations and Special Investigations) Bill 2019, Treasury Laws Amendment (Prohibiting Energy Market Misconduct) Bill 2019, Aged Care Legislation Amendment (New Commissioner Functions) Bill 2019, Counter-Terrorism Legislation Amendment (2019 Measures No. 1) Bill 2019, Farm Household Support Amendment (Relief Measures) Bill (No. 2) 2019, Special Recreational Vessels Bill 2019, Communications Legislation Amendment (Deregulation and Other Measures) Bill 2019, Health Legislation Amendment (Data-matching and Other Matters) Bill 2019, Military Rehabilitation and Compensation Amendment (Single Treatment Pathway) Bill 2019, Protection of the Sea (Prevention of Pollution from Ships) Amendment (Air Pollution) Bill 2019, Telecommunications (Interception and Access) Amendment (Assistance and Access Amendments Review) Bill 2019, Family Assistance Legislation Amendment (Building on the Child Care Package) Bill 2019, Foreign Acquisitions and Takeovers Fees Imposition Amendment (Near-new Dwelling Interests) Bill 2019, Interactive Gambling Amendment (National Self-exclusion Register) Bill 2019, National Self-exclusion Register (Cost Recovery Levy) Bill 2019, Treasury Laws Amendment (Reducing Pressure on Housing Affordability Measures) Bill 2019', 'Environment and Energy Committee']",2020-02-05,136917,5,4,3,4,3,0,1,1,0,0,0,0
"['Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction']",2020-02-06,82681,11,1,2,1,3,5,0,0,0,0,0,0
"['Nuclear Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Nuclear Energy', 'Energy', 'Nuclear Energy']",2020-02-10,71219,1,2,3,5,19,0,0,1,4,0,0,0
"['Energy', 'Energy', 'Energy', 'Energy']",2020-02-11,83944,13,2,7,3,8,3,2,5,2,0,0,1
"['Energy', 'Energy', 'Energy', 'Environment and Energy Committee']",2020-02-12,107677,13,1,4,7,13,11,3,9,6,3,0,0
"['Energy', 'Energy', 'Capricornia Electorate: Shine Energy']",2020-02-13,87418,6,10,11,6,10,1,2,2,1,0,0,0
"['National Greenhouse and Energy Reporting Amendment (Transparency in Carbon Emissions Accounting) Bill 2020', 'Energy']",2020-02-24,137675,9,3,10,17,13,2,2,2,3,0,0,0
"['Energy', 'Nuclear Energy']",2020-02-25,95236,2,9,4,3,7,3,6,4,0,0,0,0
"['Energy', 'Nuclear Energy']",2020-02-26,92349,5,11,12,5,6,3,6,9,1,0,1,0
['Energy'],2020-02-27,54420,3,7,2,0,2,1,1,2,0,0,0,0
"['Nuclear Energy', 'Energy', 'Alinta Energy', 'Alinta Energy']",2020-03-02,140607,20,9,6,16,7,4,3,3,3,0,0,0
"['Environment and Energy Committee', 'Energy', 'Renewable Energy']",2020-03-03,82780,30,5,3,9,5,9,0,4,1,0,1,0
"['Environment and Energy Committee', 'Hunter Electorate: Nuclear Energy']",2020-03-05,63473,1,0,2,3,16,0,0,0,0,0,0,0
['Nuclear Energy (Question No. 305)'],2020-05-12,85045,4,3,3,5,3,1,0,0,0,0,0,0
"['Nuclear Energy', 'Minister for Energy and Emissions Reduction', 'Minister for Energy and Emissions Reduction']",2020-05-14,88281,12,8,2,2,7,2,1,1,1,0,0,0
"['Energy', 'Regional Newspapers, Energy']",2020-06-12,81262,5,9,3,4,4,0,2,1,0,0,0,0
"['Energy', 'Energy']",2020-06-15,137050,9,6,4,14,5,2,1,2,1,0,0,0
['Renewable Energy'],2020-06-16,77665,5,3,4,0,3,1,1,4,1,0,0,1
"['Renewable Energy, Child Care']",2020-06-17,84807,3,12,5,2,4,2,4,4,0,0,0,0
"['Energy', 'Renewable Energy']",2020-08-24,142797,12,42,10,3,6,9,3,9,3,0,0,1
['Energy'],2020-08-26,96032,2,8,9,4,4,2,2,4,0,0,0,0
"['Clean Energy Finance Corporation Amendment (Grid Reliability Fund) Bill 2020', 'Renewable Energy', 'Australian Renewable Energy Agency']",2020-08-27,73613,10,9,6,7,2,7,9,9,1,1,0,0
"['National Greenhouse and Energy Reporting Amendment (Transparency in Carbon Emissions Accounting) Bill 2020', 'Environment and Energy Committee', 'Energy', 'Renewable Energy: Hydrogen Industry']",2020-08-31,119781,23,10,11,10,3,12,8,11,2,0,0,1
['Gilmore Electorate: Nuclear Energy'],2020-09-01,79380,2,8,2,4,8,1,0,0,3,0,0,0
"['Australian Renewable Energy Agency', 'Renewable Energy: University of New South Wales', 'Environment and Energy Committee', 'Environment and Energy Committee']",2020-09-02,84226,13,1,6,0,2,7,2,2,1,1,0,0
['Robertson Electorate: Energy'],2020-09-03,67149,2,2,1,3,1,0,1,1,0,0,0,0
['Energy'],2020-10-06,55364,7,10,9,1,11,3,6,6,0,0,1,0
['Energy'],2020-10-07,123555,10,3,1,7,7,10,0,0,0,2,0,0
['Energy'],2020-10-19,131361,16,9,6,8,9,8,5,5,0,0,0,0
"['Energy', 'Minister for Energy and Emissions Reduction', 'Corio Electorate: Viva Energy Geelong Refinery']",2020-10-21,146807,7,28,11,2,17,6,7,7,0,1,0,0
['Energy'],2020-10-28,157552,6,14,5,11,16,5,3,3,2,5,0,0
['Energy'],2020-10-29,71188,13,8,7,0,2,6,6,6,0,0,0,0
"['Energy', 'Energy', 'Energy', 'Industry, Science, Energy and Resources Portfolio']",2020-11-09,142732,13,19,19,11,24,4,11,14,0,1,0,0
"['Energy', 'Renewable Energy']",2020-11-10,106599,9,3,5,6,11,5,2,2,0,1,0,0
"['Energy: Gas', 'NAIDOC Week, Energy']",2020-11-11,109980,11,8,10,3,18,4,5,7,1,3,0,0
['Energy'],2020-11-12,86807,4,1,1,9,6,2,0,0,0,1,0,0
"['Energy', 'Energy', 'Energy']",2020-11-30,137442,5,0,3,5,14,0,0,1,0,1,0,0
"['Energy', 'Energy']",2020-12-01,90777,2,4,4,6,4,1,3,3,1,0,0,1
['COVID-19: Energy'],2020-12-03,80603,0,1,4,4,16,1,0,0,0,2,0,0
"['Victoria: Renewable Energy', 'COVID-19: Energy']",2020-12-07,125819,4,22,7,13,10,0,8,7,1,0,0,0
['Energy'],2020-12-10,96145,15,7,1,4,12,1,1,1,1,4,0,0
['Renewable Energy'],2021-02-03,98328,3,1,9,4,10,1,1,0,0,0,0,1
"['Environment and Energy Committee', 'Refugees, Shadow Minister for Climate Change and Energy']",2021-02-04,69956,0,5,4,0,14,0,0,0,0,0,0,1
"['Renewable Energy', 'Energy', 'Nuclear Energy', 'Energy', 'National Greenhouse and Energy Reporting Amendment (Transparency in Carbon Emissions Accounting) Bill 2021', 'Energy', 'Clean Energy Finance Corporation Amendment (Grid Reliability Fund) Bill 2020', 'Clean Energy Finance Corporation Amendment (Grid Reliability Fund) Bill 2020', 'Braddon Electorate: Wave Energy', 'Lindsay Electorate: Manufacturing, Hotel Energy Uplift Program']",2021-02-15,129694,83,18,11,10,14,74,10,26,0,3,0,1
"['Clean Energy Finance Corporation Amendment (Grid Reliability Fund) Bill 2020', 'Renewable Energy', 'Energy', 'Clean Energy Finance Corporation Amendment (Grid Reliability Fund) Bill 2020']",2021-02-16,88093,140,27,48,9,9,145,27,81,8,11,1,0
"['Energy', 'Environment and Energy Committee']",2021-02-17,103115,3,11,5,5,19,1,4,4,2,0,0,0
['Energy'],2021-02-18,79270,9,6,5,1,6,7,2,3,0,1,1,0
"['Petition: Energy', 'Energy', 'Energy, Media']",2021-02-22,143164,11,8,4,5,16,7,4,5,0,0,2,0
['Energy'],2021-02-24,94660,16,16,6,10,12,10,7,5,0,1,0,0
"['Renewable Energy', 'Energy']",2021-02-25,77165,5,9,7,5,3,2,6,7,0,0,0,0
"['Environment and Energy Committee, Social Policy and Legal Affairs Committee']",2021-03-15,126359,8,15,15,9,15,1,10,7,1,3,0,0
['Energy'],2021-03-16,87511,1,13,12,13,7,0,5,5,0,0,0,0
"['Energy', 'Energy']",2021-03-22,138691,19,12,8,6,24,8,4,5,3,1,0,0
"['Energy', 'Energy', 'Western Australia: Energy']",2021-03-23,90779,16,19,21,5,10,12,13,20,2,1,0,0
"['Energy', 'Renewable Energy']",2021-05-12,139837,33,37,13,10,20,17,8,10,2,1,1,0
"['Energy', 'Energy']",2021-05-24,140895,28,47,16,16,12,15,11,12,4,1,0,1
"['Energy', 'Energy']",2021-05-25,95592,1,34,14,8,15,1,11,11,0,0,0,0
"['Energy', 'Energy']",2021-05-26,142330,14,65,8,11,12,4,8,6,0,1,2,0
"['Energy', 'South Australia: Energy']",2021-06-01,93364,6,16,4,5,12,2,3,3,0,0,0,0
"['Energy', 'South Australia: Energy', 'Advent Energy: PEP 11 Licence', 'Renewable Energy']",2021-06-02,132592,9,10,12,11,14,3,3,4,0,0,0,0
"['Energy', 'Maritime Industry: Energy']",2021-06-03,70099,6,4,0,6,4,4,0,1,1,1,0,0
"['Australian Renewable Energy Agency Amendment (2020-2021 Budget Programs) Regulations 2021', 'Mallee Electorate: Renewable Energy']",2021-06-15,87710,47,10,10,7,18,41,7,7,2,2,0,0
"['Renewable Energy', 'Renewable Energy, Manufacturing']",2021-06-16,145080,28,13,13,6,34,15,4,5,1,3,0,0
['Energy'],2021-06-17,78500,3,11,0,4,6,0,2,0,0,0,0,0
"['Energy', 'Energy']",2021-06-21,136321,7,18,0,14,5,2,0,0,0,0,0,0
['Curtin Electorate: Energy'],2021-06-22,90212,10,12,0,6,2,4,1,0,1,0,0,0
['Renewable Energy'],2021-06-23,137519,11,11,2,10,11,9,2,2,1,0,1,0
['Mallee Electorate: Energy'],2021-06-24,83825,9,7,2,8,13,6,2,1,1,1,1,0
['Renewable Energy'],2021-08-09,85753,2,4,2,7,5,1,2,2,1,0,0,1
['Parkes Electorate: Renewable Energy'],2021-08-11,85656,11,1,2,2,2,2,0,1,1,0,0,0
['Renewable Energy'],2021-08-23,81973,1,6,0,5,2,1,0,0,0,0,0,0
"['Energy', 'Tasmania: Renewable Energy']",2021-08-26,60432,9,7,6,4,3,8,4,5,0,0,0,0
['Energy'],2021-08-30,81217,3,5,6,2,29,1,5,5,0,0,0,0
['South Australia: Energy'],2021-09-01,88899,1,3,1,5,12,1,1,1,0,1,0,0
"['Nuclear Energy', 'Renewable Energy', 'Nuclear Energy']",2021-10-18,132628,7,6,3,10,7,5,0,3,1,0,0,0
"['Australian Renewable Energy Agency (Implementing the Technology Investment Roadmap) Regulations 2021', 'Energy', 'Australian Renewable Energy Agency (Implementing the Technology Investment Roadmap) Regulations 2021']",2021-10-19,91406,11,9,9,2,10,5,7,8,2,1,0,0
"['New England Renewable Energy Zone', 'Renewable Energy', 'Energy']",2021-10-20,94962,23,5,3,5,15,11,2,1,0,2,0,0
['Renewable Energy'],2021-10-21,72002,13,9,9,4,3,6,6,5,0,0,0,0
"['Public Accounts and Audit Committee, Employment, Education and Training Committee, Industry, Innovation, Science and Resources Committee, Economics Committee, Environment and Energy Committee', 'Renewable Energy', 'Energy']",2021-10-25,131423,16,8,5,20,11,6,4,4,1,1,0,0
['Renewable Energy'],2021-10-26,86215,13,10,3,8,6,5,4,4,0,1,0,0
['Renewable Energy'],2021-11-22,138852,8,19,19,4,10,8,1,2,1,0,0,0
['Energy'],2021-11-23,74270,7,6,5,5,5,3,1,1,0,1,0,0
['Energy'],2021-11-24,115115,5,15,9,3,4,3,7,4,0,0,0,0
"['Renewable Energy', 'Energy', 'Gilmore Electorate: Renewable Energy']",2021-11-25,77836,7,10,9,2,7,7,5,4,1,0,0,0
"['Nuclear Energy', 'Diesel, Renewable Energy', 'Minister for Industry, Energy and Emissions Reduction']",2021-11-29,154334,4,14,14,9,39,0,0,0,0,0,1,0
"['Energy', 'Sturt Electorate: Energy']",2021-11-30,101295,4,7,13,7,3,0,0,1,0,0,0,0
['Energy'],2021-12-01,89249,9,5,3,1,3,0,2,2,0,0,0,0
['Energy'],2022-02-10,74834,6,4,3,7,8,3,2,2,0,0,0,0
"['Energy', 'Energy', 'Renewable Energy (Electricity) Amendment (Cheaper Home Batteries) Bill 2022', 'Energy']",2022-02-14,131042,4,7,10,5,7,4,2,1,0,0,1,1
['Energy'],2022-02-16,139818,4,13,6,5,8,2,6,3,1,0,0,0
"['Renewable Energy', 'Energy']",2022-02-17,87403,5,12,10,6,6,6,8,8,0,1,0,0
"['Construction, Forestry, Maritime, Mining and Energy Union', 'Construction, Forestry, Maritime, Mining and Energy Union', 'Energy']",2022-07-27,85246,14,14,9,10,6,15,3,5,2,0,0,0
"['Energy', 'Construction, Forestry, Maritime, Mining and Energy Union', 'Energy']",2022-07-28,67039,15,8,7,5,9,13,1,7,1,0,0,0
"['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2022-08-01,139611,13,43,8,10,13,5,4,2,2,0,0,0
"[""Agriculture Committee, Communications and the Arts Committee, Economics Committee, Employment, Education and Training Committee, Climate Change, Energy, Environment and Water Committee, Health, Aged Care and Sport Committee, Industry, Science and Resources Committee, Regional Development, Infrastructure and Transport Committee, Social Policy and Legal Affairs Committee, Petitions Committee, Privileges and Members' Interests Committee, Procedure Committee, Publications Committee"", 'Energy', 'Energy', 'Energy']",2022-08-02,97481,5,15,3,1,4,5,1,4,0,0,0,0
"['Energy', 'Energy', 'Energy', 'Energy: Employment']",2022-08-03,120737,47,21,8,6,12,56,7,7,1,1,0,2
"['Energy', 'Energy', 'Energy']",2022-08-04,52985,7,9,2,3,1,12,2,2,1,0,0,0
"['Petrie Electorate: Energy Efficient Communities Program', 'Energy: Employment', 'Boothby Electorate: City of Mitcham Community Renewable Energy Program', 'Energy']",2022-09-05,137984,8,22,17,5,16,5,5,12,2,1,1,0
"['Energy', 'Construction, Forestry, Maritime, Mining and Energy Union', 'Energy', 'New England Electorate: Energy']",2022-09-06,93242,12,26,2,2,8,9,2,0,0,0,0,0
"['Energy', 'Energy']",2022-09-07,153890,16,55,3,6,9,11,8,0,1,0,3,0
"['Atomic Energy Amendment (Mine Rehabilitation and Closure) Bill 2022', 'Energy']",2022-09-08,82218,7,12,3,7,4,6,1,2,0,0,0,0
